Ellis offers a final tip, good for all facets of traveling: # Be wary of strangers who become too friendly too quickly. # " You may meet someone who is so gracious and friendly, and you begin trading all kinds of confidences, including where you live and how long you will be away, " he explains. # " Then you	arrive	home to find the house cleaned out. Of course, your newfound friends are long gone. " # This scam is particularly common on cruise ships and group tours, says Ellis. " In fact, it happened to a friend of mine. "	quote	homebase	home		natural	COCA; 1992 (19920510); TRAVEL; VACATION ADVISER; Pg. 3; A pack of tips to keep crime from blighting your next trip; Cynthia Boal Janssens; NEWS: Chicago Sun-Times 
" You don't even know what I'm objecting to, do you? " Delia asked. " Well, no, " Sam said. " I don't. " She got out of the car and walked toward the back steps. Sam went to replace his bag in the Buick; she heard the clunk of his trunk lid. " And Eliza! " he said as he followed her to the house. " She kept asking my opinion of homeopathic medicine. " " You	arrived	here that very first day planning to marry one of the Felson girls, " Delia told him. She had unlocked the door now, but instead of entering she turned to face him. He was looking down at her, with his forehead creased. " Why, I suppose it must naturally have crossed my mind, " he said. " I'd completed all my training by then. I'd reached the marrying age, so to speak. The marrying stage of life. "	quote	listener	here		natural	COCA; 1995; New York: Knopf; Ladder of Years; Anne Tyler; FIC: Ladder of Years 
Grissom stopped in front of a uniformed officer on watch at the near end of the crime scene. Beyond the officer, Grissom saw the body slumped in a doorway alcove; a large, circular, silver tray lay on the carpet across the hall; and spaghetti, meat sauce, and the components of a tossed green salad lay scattered everywhere. A white carnation, spilled out of its vase, lay at the corpse's feet like an impromptu funeral offering. " Anyone been through here since you	arrived	? " Grissom asked. Garcia shook his head. He pointed to a rangy officer at the other end of the hall. " My partner, Patterson, had the manager let him up the fire stairs down there. " " Good work. " " Thank you, sir. "	quote	listener	none		natural	COCA; 2003; New York : Pocket Books; CSI: crime scene investigation : double dealer; Collins, Max Allan; FIC: CSI: crime scene investigation : double dealer 
" You did n't light the Hanukkah candles, " Aunt Gen accused Janet, as they all sat in the living room. She pointed to the mantel, where a brass menorah sat, unlit, full of pastel candles. " But I did, " Janet said, " at sunset, before you	arrived	. " She had responded quickly, in automatic self-defense, to ward off guilt, anger-all the emotions Aunt Gert could produce in Janet within seconds. " Today's candles have burned down, and these are the new ones in place, ready for tomorrow night, the eighth night. "	quote	listener	none		natural	COCA; 1999 (Dec); Vol. 229, Iss. 6; pg. 101, 4 pgs; A great miracle; Merrill Joan Gerber; MAG: Good Housekeeping 
Dinner at elBulli is a dazzling blend of cuisine, art and science, an event in and of itself. Few of the dishes are readily identifiable. Some require instructions on how to eat them, sometimes with your bare hands. # A match stick with a gold tip is actually freeze-dried soy that dissolves in your mouth. Crispy, curly strips that look like pork rinds are made from cod. # " For me, elBulli is theater. You	arrive	at eight, the curtain goes up and the show starts. And you are part of the show, " said Spaniard Maria Calabuig, 39, a former chef who has eaten there six times and knows Adria well. # Adria compares dinner at elBulli to music. Albeit music so complex, orchestrating it requires that kitchen and wait staff outnumber diners roughly 2-to-1.	quote	listener	at eight		natural	COCA; 2011 (110420); INTERNATIONAL NEWS; Spain^s elBulli restaurant closing, transforming; By DANIEL WOOLLS, Associated Press; NEWS: Associated Press
While the Port Authority had not been immune to allegations of political influence, he had not seen anything in his research going back to the 1920s that compared to how Mr. Samson and Mr. Christie have used the bistate agency's vast resources to advance the governor's interests, at times benefiting Mr. Samson's clients in the process. " Chris Christie has been very active in using the Port Authority for his own purposes, more so than any other governor, " said Mr. Doig, a research professor at Dartmouth College. " And that increased when David Samson	arrived	. "' The General' and Christie Mr. Christie, 51, and Mr. Samson, 74, were lobbyists and lawyers in the 1990s, Mr. Christie at Dughi Hewit and Mr. Samson at his own firm. They served as the state's top law enforcement officers for a brief period of time: Mr. Christie as the United States attorney from 2002 to 2008, and Mr. Samson as the attorney general for 13 months starting in 2002.	quote	protagonist	none		natural	COCA; 2014 (140304); Section A; Column 0; Metropolitan Desk; Pg. 1; In Deals, Benefits for Christie and an Appointee; By RUSS BUETTNER; NEWS: New York Times 
" Over the years, " Buffington and Jackson maintained, " rumors to the effect that Gus Coggins escaped from this disaster as a wealthy man have persisted. Nothing, in fact, could have been further from the truth. " Buffington and Jackson's evidence was that when Coggins reappeared a quarter century later he was living in " simple and humble " circumstances in Colorado before returning to Georgia, dying of leukemia, at the age of eighty-four. " On the Sunday that he	arrived	back in Canton, " wrote Buffington and Jackson, " Gus Coggins was greeted by one hundred sixteen old friends who came to welcome him home. " Buffington and Jackson explained that much of the old farm had been developed into other enterprises, and that only Coggins's old home and " the Rock Barn remain as the lone sentinels to the glory days of Gus Coggins and some of the finest harness and race horses ever produced in Georgia. "	quote	protagonist	back in Canton		natural	COCA; 2013; Winter 2013, Vol. 97 Issue 4, p411-446. 36p; Who Was the Real Gus Coggins?: Social Struggle and Criminal Mystery in Cherokee County, 1912-1927; WHEELER, KENNETH H.; COWART, JENNIFER LEE; ACAD: Georgia Historical Quarterly 
" Excellent, " Toq said to the white-haired image of Captain Quvmoh on the screen before him. " I will see you tomorrow. " // " Do not be late, Toq. The Gorlak will leave orbit of Qo'noS at high sun. I will not wait for you. " // " I will	arrive	on time. I thank you, Captain. " // " Thank your father, " Quvmoh grumbled. " He's the one I owe half a dozen favors to. "	quote	speaker	none		natural	COCA; 2008; New York : Pocket Books,Edition: 1st Pocket Books pbk. ed.; A burning house; DeCandido, Keith R. A. Roddenberry, Gene. Berman, Rick. Piller, Michael,; 1948-;  FIC: A burning house 
" You have naturally canceled the contract with the Security Company? " " The contract has been canceled. I understand that they have decided to take independent action, which of course you must deal with as you see fit. " " Exactly, " said Reith. " We are leaving Settra at once and we accept Lord Cizante's offer of assistance. " Helsse made a noncommittal sound. " What are your plans? " " Essentially, to escape Settra with our lives. " " I will	arrive	shortly and take you to an outlying wheelway station. At Vervodei ships leave daily for all quarters and no doubt you will be able to make a convenient departure. " " We will be ready at noon, or before. "	quote	speaker	none		natural	COCA; 1993; New York: TOR; Planet of Adventure; Jack Vance; FIC: Planet of Adventure 
The next time he emerged, he sent word that he would like to talk with Dagget if the Administrator could spare him a few minutes. Dagget appeared promptly, as oily polite and forthcoming as ever. " I don't recall seeing an entry for salaries when I looked at the comptroller's records, " he said. " Would you mind telling me what your salary is? " " I receive no salary, " Dagget said. " What would I want a salary for? " Lefarn said slowly, " The day I	arrived	here, you said something about my salary... " " But of course you have a salary. You're city. I'm Faqzwaal, so I have none. " " None of the city's administrators have a salary? " " Certainly not. " The Comptroller and his assistants? " Dagger shook his head emphatically.	quote	speaker	here		natural	COCA; 2001 (Sep); Vol. 121, Iss. 9; pg. 8, 35 pgs; The King Who Wasn't; Lloyd Biggle Jr; FIC: Analog Science Fiction & Fact 
We reach the Washington Bridge without saying a word. She's emptied his cupboards and refrigerator; the bags are at her feet. She's eating corn chips but I'm too nervous to join in. # " Is this the best way? " She asks. The bridge doesn't seem to impress her. # " It's the shortest way. " # She folds the bag shut. " That's what he said when I	arrived	last year. I wanted to see the countryside. There was too much rain to see anything anyway. " # I want to ask her if she loves her boss, but I ask instead, " How do you like the States? " # She swings her head across at the billboards. " I'm not surprised by any of it , " she says.	quote	speaker	last year		natural	COCA; 1996 (Spring); Vol. 38, Iss. 138; pg. 333, 1 pgs; Edison, New Jersey; Diaz, Junot; FIC: The Paris Review 
The MTA couldn't scramble enough shuttle buses to meet demands, and riders were either had to walk or shove themselves onto packed buses. A parade of potential straphangers walked down 4th and 5th Aves. in Brooklyn as New Yorkers, always resourceful, took their commutes into their own hands. # Meanwhile, at Atlantic Ave., the scene was manic. Police officers were instructing confused subway riders to platforms with no service. Some officers said the R train was running when it wasn't; others said a B or Q would	arrive	to ferry passengers toward Brighton Beach and Coney Island.	say	3rd	none		natural	CORE;  News Report/Blog; Amidst a fire, seeking alternate routes :: Second Ave. Sagas; http://secondavenuesagas.com/2012/08/15/amidst-a-fire-seeking-alternate-routes/ 
Doctors noted how limiting linguistic barriers are (Spanish is spoken by the doctor, but many patients are most comfortable speaking a Mayan language) and how little time is available to attend to each patient. The doctors said that unless patients	arrive	with a family member who speaks Spanish (son, daughter, or husband) and who can translate, it is difficult to overcome language barriers.	say	3rd	none		natural	COCA; 2017; Oklahoma City Vol. 76, Iss. 2,  (Summer 2017): 160-170; Adherence to Type 2 Diabetes Treatment Protocols Among Indigenous Women of Western Guatemala; Goldín, Liliana; ACAD: Human Organization 
" I had an idealized picture in my head of what it would be like to work for the government, " recalled Laura Freeze, 28, who started sending applications to USAJobs, the main federal jobs board, two years ago. She had received a master's degree in public administration from Indiana University, taught English in China and worked for United Way as a VISTA fellow. But Freeze got rejection after rejection, computer-generated form letters that she said would	arrive	six months after each application. She gave up.	say	3rd	none		natural	COCA; 2015 (150104); Pg. B06; Millennials just not that into fed jobs; Lisa Rein; NEWS: Washington Post 
By mid-morning I'd reached a small village beyond which, I knew from a glance, the climb into the mountains began. Hungry, I found a solitary restaurant. I pushed on the heavy wooden door and entered a deep, unlit room with dark furniture. Seeing no one, I called out, and a man stepped through a doorway behind the bar. I explained my needs as best I could. He said the chef had yet to	arrive	and the restaurant wouldn't open for a few hours.	say	3rd	none		natural	COCA; 2011; Oct 2011; Food for a Weary Soul; McCarthy, Andrew; MAG: National Geographic Traveler 
Her thoughts were interrupted by Eric's recalling with wry affec-tion, " My dad belonged to this book club, and after he died, the books kept right on coming. Mom just lets them pile up. Once, when I asked why she pays for books she doesn't read, she said she likes having them	arrive	in the mail each month, the same as if Dad were still around. "	say	3rd	none		natural	COCA; 1998; Penguin, New York; Thorns of Truth; Eileen Goudge; FIC: Thorns of Truth 
Other countries in the Far East could be affected since many parts for machinery and electronic products moved from Kobe to supply their industries. Thailand, for example, sends back food and coal in return. # Also, about 40 percent of the exports of steel from South Korea moved through Kobe and Osaka, and producers were delaying shipments to see what alternate means would open up. # What many managers found particularly difficult was the uncertainty. # " We simply don't know, " Mr. Roberts, the Ford official, said about whether enough engines would	arrive	to keep the lines running	say	3rd	none		natural	COCA; 1995 (19950121); QUAKE IN JAPAN: COMMMERCE;KOBE EARTHQUAKE DISRUPTS THE FLOW OF GLOBAL TRADE; By AGIS SALPUKAS; NEWS: New York Times 
He said, "Welcome to our little auction. The bidding begins now, and it ends when I hear the offer I like most. " # He said nothing more; too much talk would kill the drama. Winsting took the drink one of his servers offered and stepped out to mingle, then hesitated as he looked over the crowd. " Edwarn Ladrian is not here, " he said softly. He refused to call the man by his silly moniker, Mister Suit. # " No, " Flog said. # " I thought you said everyone had 	arrived	! " # " Everyone who said they were coming, " Flog said. He shuffled, uncomfortable. # Winsting pursed his lips, but otherwise hid his disappointment. He'd been certain his offer had intrigued Edwarn.	say	3rd	none		natural	COCA; 2016; Shadows of self; Brandon Sanderson; FIC: Shadows of self 
Despite periodic cleanups of the accumulated trash at the site, the shooters who used the range didn't take responsibility for it. After some livestock were shot and killed on neighboring private land, there were calls to close the range completely. # To turn things around, the BlM closed the site for two weeks for a cleanup and then posted a law enforcement ranger at the entrance to screen those coming to the range. # The BlM said people who	arrived	with appliances, glass botles, paint cans, pumpkins, furniture, pallets, and such were told to take them back home. Shooters who seemed somewhat careless, young, and inexperienced were more carefully watched. # " My goal was to educate, not to hammer people, " said Chuck Ward, the ranger who monitored the shooters.	say	accompaniment	with appliances, glass botles, paint cans, pumpkins, furniture, pallets, and such		natural	COCA; 2012; Apr 2012; KEEPING RANGES OPEN; Snow, John B; MAG: Outdoor Life
My father has an inveterately late sister. There was a period when she was in her 40s and single that my Dad would pick her up and drive her into work. He told her if she wasn't ready he'd go. I believe he did once. She was never late (for him to pick her up) again but that ability to organise herself hasn't flowed through. # The saddest thing I ever heard though was a friend talking, years ago, about her youth. She said she always	arrived	early because she knew she wasn't one of the " in " people and so would be forgotten if she weren't there. No-one would wait for her.	say	attitude holder	none		natural	CORE; Advice; The Importance of Being Punctual - Prolific Living; http://www.prolificliving.com/blog/2010/08/26/the-importance-of-being-punctual/ 
I had a snapped torsion spring and needed it fixed. I also had an ancient Genie screw drive motor that I'm pretty sure the neighbors 3 blocks away could hear each time we opened our garage door. I called Art who answered right away, we talked about the cost to replace the springs and some options for openers. He said they'd	arrive	the next day between 9-10 after they finished a job they had that morning.	say	attitude holder	none		natural	CORE; Interactive Discussion; Up & Down Garage Doors - La Mesa - La Mesa, CA; http://www.yelp.com/biz/up-and-down-garage-doors-la-mesa 
At one point in February 2015, Kidder offered to clear snow from Nelson's driveway near 83rd and Maple Streets. # " Bird has encountered mechanical problems, " he wrote. " But I'll still get your driveway dug out tomorrow. Not sure what time. " # " That's fine, " Nelson wrote back. " No biggie. If you don't make it, I'll still be able to get in&out. " # Kidder said he was going to	arrive	about 8:30 a.m.	say	attitude holder	none		natural	COCA; 2016 (16-09-15); Man on trial for murder sent a lot of texts to victim, but many went ...; NEWS: Omaha World-Herald 
Our husbands were professors at Columbia or the University of Chicago and just that past month the Physics Lab was renamed the Metallurgical Lab, though no one in the lab, especially our husbands, were metallurgists, or did any kind of metal extracting. The college hired armed guards to be posted inside the doors of the Metallurgical Lab, and in the last weeks even the wives were no longer permitted to enter. # Our husbands said, I'll go on ahead, or, We'll all go together, or, I can't say when I will	arrive	but you should get on the train and set up house now. We suggested our husbands take a job in Canada instead. They declined the suggestion.	say	attitude holder	none		natural	COCA; 2014; New York : Bloomsbury,Edition: First U.S. edition; The wives of Los Alamos :a novel; Nesbit, TaraShea.; FIC: The wives of Los Alamos :a novel 
About 27.2 million employees expect to see their work impacted the Monday after the series finale of " Game of Thrones, " according to a survey released last week by The Workforce Institute at Kronos Incorporated. # The survey found about 10.7 million employees in the U.S. will skip work to watch the final episode of " Game of Thrones, " which first aired Sunday night. About 2.9 million said they would	arrive	to work late Monday morning. # The survey was conducted online from May 7-9 of this year, quizzing 1,090 employed U.S. adults ages 18 and older, said The Workforce Institute. # It's not just the final episode of " Game of Thrones " that has halted productivity. The survey claims more than 20 million employees admit the show's final season has had an impact on their work attendance and/or performance.	say	attitude holder	to work		natural	COCA; 2019 (19-05-20); 'Game of Thrones' finale could kill productivity at work, says survey
Kristen wrote to him in a joyful, loopy scrawl from Middlebury on a postcard which bore a bright blue picture of the school's ski team. The card said Sophie wanted Frank to	arrive	home early because she was giving him a surprise graduation party. Kristen was meddling in her parents' lives with characteristic thoughtfulness, not wanting Frank to disappoint Sophie by being late, not wanting him to be so surprised himself that he couldn't enjoy the party.	say	embedded listener	home		natural	COCA; 1993; Spring93, Vol. 29 Issue 2, p357, 16p; The Graduation.; Walker, Jeanne Murray; FIC: Southern Review 
DULANEY # There's an item you picked up that's marked. Will you read it? # JOANNE # Dristan nasal spray. # DULANEY # Would you read for us the time of the purchase? # JOANNE # Three fifteen. # DULANEY # A.M -- or P.M.? # JOANNE # P.M. # DULANEY # You see that's what bothers me. No other bottle of nasal spray was found in the house. The police looked. There was only the one bottle. But you say you didn't	arrive	until after Mr. Marsh was dead -- yet we know he was using the nasal spray prior to his death. How do you think it got there? # JOANNE # I don't know.	say	embedded listener	none		natural	COCA; 1993; Body of Evidence; FIC: Body of Evidence 
" You know he's not the (high school) coach, but what are you going to do? " Smith said. " I'm sure colleges get caught in the middle of it. If he calls somebody and says,' I'm this kid's guy,' then they feel obligated to' recruit' him as well. " # Richardson claimed to represent William Avery of Augusta, now at Duke. That was until the player's mother got wind of it. # Avery's mother, Terry Simonton, said she	arrived	home one night to learn her son and other players had skipped a summer-league game to spend time with Richardson, who was in town showing off a Lexus he said was owned by an NBA player. # " I had colleges telling me that he was putting my son's name out there, saying he was representing him and stuff, " Simonton said. " When coaches came to visit me during recruiting time, I told them, ' I represent my son. ' "	say	homebase	home		natural	COCA; 1998 (19980510); SPORTS; Hoops ^agent^ under scrutiny; Mike Fish; NEWS: Atlanta Journal Constitution 
Before the girl could respond, the familiar voice of Kathleen's best friend, Isabel Steadman, wafted from the dark interior. " We are all fine, Kathleen. Just unexpectedly detained this morning. " Isabel stepped out of the shadows and, dismissing the girl with a smile and a nod, she swung the door open wide. " Come in. Come in. When I passed through the kitchen a few moments ago, Cook said she could serve up dinner as soon as you	arrived	. " # Kathleen glanced down at the brown spatters on her Sunday-best dress. " My boots are a muddy mess after traveling the footpath from church. Perhaps I should leave them here on the porch. " She scraped her feet back and forth across the doormat in an attempt to dislodge the worst of the caked-on mud.	say	listener	none		natural	COCA; 2017; Small-town brides romance collection : 9 romances develop under the watchful eyes of neighbors; Janet Lee Barton; FIC: Small-town brides romance collection : 9 romances develop under the watchful eyes of neighbors 
That night I lost faith in my phone's GPS when it led me down a rolling two-lane road that ran between cornfields and then crumbled into dust. When it said I had	arrived	, I pulled over, my car canting sideways toward the drainage ditch. I decided Holly had lied to me, but that meant she'd also lied to the DMV. I'd copied the address from her license.	say	speaker	none		natural	COCA; 2018 (2018/06/22); Vol. 54, Issue 3; Thank You, Dark
EMMA: Mother and Dr. Darling have me under observation. They think I tried to kill you. # STEED: Why should they think that? # EMMA: You told them. You said I	arrived	on a camel, shot you four times. Left you for dead. # STEED: Frankly that's how I remember it. # EMMA: But that's absurd. I may not be over-fond of you, Steed, but it's not my style. # STEED: Perhaps your memory plays tricks, Mrs. Peel.	say	speaker	on a camel		natural	COCA; 1998; Avengers, The; FIC: Avengers, The
The second tale apparently has nothing to do with the first. It describes the narrator as a young boy in the early 1950s entering in midyear the class of Paul Bereyter, his new teacher: " There I stood, in my dark green pullover with the leaping stag on it, in front of fifty-one fellow pupils, all staring at me with the greatest possible curiosity, and, as if from a great distance, I heard Paul say that I had	arrived	at precisely the right moment, since he had been telling the story of the stag's leap only the day before " (Emigrants, p. 30). It is a simple encounter that conveys the teacher's sensitivity as well as the gratitude of the narrator who, thirty years later, will be troubled by the news of Bereyter's suicide and will set out to learn his history.	say	speaker	at precisely the right moment		natural	COCA; 2003 (Fall); Fall2003 Issue 106, p102-122, 20p, 6bw; The Edge of Darkness: On W.G. Sebald; Anderson, Mark M; ACAD: October 
The six dogs paddled ashore, and Alika watched as they climbed up onto the bank and shook the water from their tough coats. They moved out into the closing dusk as a pack. Ideally, they'd run straight to the village, unless they encountered a bear. They'd surely attack it, Alika knew, and all six could be killed. He hoped the inuas, the always watching and listening heavenly spirits, would direct the dogs away from any prowling nanuks. Alika thought that if the dogs	arrived	safely, his papa and the other villagers would quickly figure out what might have happened.	think	3rd	homebase		natural	COCA; 2005; Orlando, Fla. :; Harcourt; Ice drift; Taylor, Theodore, 1921-2006; FIC: Ice drift
Too late Annie had discovered there weren't enough plates, cutlery or even enough chairs. And, embarrassed -- because it somehow seemed to defeat the whole object -- she'd had to call Diane and drive down and borrow some. Then she'd realized that the only table big enough to use was the one she was using for her desk, so she'd had to clear it and now all her machinery was stacked on the floor with her papers and magazines. The evening had started in panic. Annie was used to entertaining people who thought the later you arrived the cooler you were, so it hadn't occurred to her that they'd	arrive	on the dot. But at seven, when she hadn't even changed, there they were, all but Tom, walking up the hill.	think	3rd	homebase		natural	COCA; 1995; Delacorte Press, New York; The Horse Whisperer; Nicholas Evans; FIC: The Horse Whisperer 
Diana's coffin is on a gun carriage, accompanied by members of the Welsh Guard and the King's Troop of the Household Cavalry. Accompanying her as she moves, her ex-husband, Prince Charles, her two sons, William and Harry, Earl Spencer, her brother, and the Queen's sister -- I beg your pardon, the Queen's husband, the Duke of Edinburgh. Other members of the royal family and the Spencer family have already gathered in Westminster Abbey. The first lady, Mrs. Clinton, I think, has	arrived	with the British Ambassador Admiral William Crowe. Various members of what is described by the royal palace as Diana's celebrity friends are here. The news services are saying that Tom Hanks is here, Diana Ross, Tom Cruise and his wife Nicole Kidman, and Steven Spielberg said to be here as well.	think	accompaniment	with the British Ambassador Admiral William Crowe		natural	COCA; 1997 (19970906); DIANA, PRINCESS OF WALES; SPOK: ABC_Special
I wasn't gon na fall asleep during the biggest movie of the year. No way. I'm not that lame. So I was as well-prepared to stay awake as I could possibly get. But almost immediately, the night went to shit. On the Metro ride into D.C., my friend, KSK editor Mike Tunison (who was hitting the screening with me), texted that he had already arrived at the theater and that the line to get in " was not short ". We thought	arriving	two hours early might help us get a decent seat. We were wrong.	think	attitude holder	none		natural	CORE;   Opinion Blog; If You Support The Scab Refs Because Of Your Politics, You're; http://deadspin.com/5944876/if-you-support-the-scab-refs-because-of-your-politics-youre-either-a-moron-a-profootballtalk-commenter-or-both 
It was spring and they had crawled out of their sleeping bags later than planned, making it mid-morning before they hit the trail. Then, Viv stopped to look at ev ery Indian paintbrush growing along the path to Refrigerator Canyon and up all those heart-crunching zigzags. " These colors are neon, " she said. " Desert flowers want to be found. They want to be pollinated, " he replied. Under the midday sun, the two-hour hike had taken closer to three, and at each crest Viv thought they had	arrived	, forgetting that once on a trail a person often loses sight of the peak.	think	attitude holder	none		natural	COCA; 2015; Summer2015, Vol. 73 Issue 3, p479-494. 16p; From the Museum of Found Things.; GLEN LOUIS, LAURA; FIC: Antioch Review 
" I tell kids to only apply where they will be happy, " Mr. Mernin says. But he's skeptical about that attitude taking hold anytime soon. # " Look, if they think a brand on their kid's diploma will give their kid security, people have shown they will work very, very hard to provide that, " Mernin says. " We all know you can get a world-class education at the University of Illinois, but none of my students wants to go there. None. " # Newton, the Dartmouth student, thought it was odd when he	arrived	as a freshman that a number of his classmates felt disappointed to be there.	think	attitude holder	Dartmouth		natural	COCA; 2002 (20021224); FEATURES; Is the ''push'' mentality warping higher ed?; By Mark Clayton Staff writer of The Christian Science Monitor;  NEWS: Christian Science Monitor 
Later that night, the train stopped at the station in Nice, and the two young girls pulled down the window to look out at the immense dome of wrought-iron under which chilly travelers bustled. A cold wind blew through the station and Pouce and Poussy were pale with fatigue; they were shivering. # Then the train was off again, going more slowly now. At each station they thought that they'd	arrived	and would lean out to read the names: Beaulieu, Cap d'Ail.	think	attitude holder	each station		natural	COCA; 2001 (Summer); Vol. 47, Iss. 2; pg. 13, 26 pgs; The great life; J M G Le Clezio; FIC: Chicago Review 
The three men scattered like scrap paper swept off a desktop by a sudden draft. Fatty, also highly motivated, flopped over on his hands and knees and crawled a short distance and then hoisted himself up, courtesy of the rusty back bumper of a Dodge Ram 1500. # As he and his buddies hustled away, the deputy nodded in approval. " Evening, ma'am, " she said to Bell. " Deputy Sturm. Thought you might be	arriving	right about now. " # " Met the welcoming committee. " Bell stepped out of the Explorer and gestured toward the severe darkness that bordered the lot, a bottomless pit into which the four men had disappeared.	think	embedded listener	right about now		natural	COCA; 2014; New York : Minotaur Books,Edition: First edition; Summer of the dead; Keller, Julia; FIC: Summer of the dead 
Gina: Ashley? # Ashley: Gina. # Gina: Hi. # Ashley: Hi, how are ya? # Gina: Good, sweetheart. # Ashley: Have you seen Paul? I'm supposed to meet him here. # Gina: Well, I think you're the first to	arrive	then. # Ashley: Okay. I guess he's running a little late. # Gina: I'm sure he'll show up. May I get you a table? # Ashley: No, that's okay. I'll just wait here. Thanks. # Gina: Okay. Let me know if you need anything. # Ashley: I will.	think	listener	none		natural	COAS; 2005 (2005-05-20); Young and Restless; Young and Restless
Rahad watched his friend as he lifted his cup to his lips. Again, something was wrong with the way Wyatt spoke. " Your English is improving, my friend, " he said. # " Gorge is not word I know. " # Wyatt wiped his mouth and let out a breathy, tittering sigh. " Nothing is improving, sahib, " Wyatt said, his tone changing, his eyes emptying of the eager joy he seemed to carry in abundance. " Life is easier if people think you just	arrived	, you know? They expect, twenty years here and you should have made it. " It took a moment for Rahad to realize, given his own troubles with English, that his friend was speaking without his unmistakable lilt. Now Wyatt sounded like the Indians Rahad had known in Baltimore and Tehran.	think	listener	none		natural	COCA; 2018 (2017/06/22); Vol. 53, Issue 3; A Big True
ASSURAS: When you immigrated to the United States, you were 19 years old and you had huge expectations, didn't you? Mr-McCOURT: Well, this w -- this was the golden land for -- for most people who come here, so I -- I -- I thought I'd just -- I -- I thought I'd	arrive	here, get off the boat and -- and go marching up Fifth Avenue like Fred Astaire and Ginger Rogers, and that music would play in the background because all the movies had music in the background. I thought that -- that's how it was in America. ASSURAS: It didn't happen that way, though, did it? Mr-McCOURT: No, it didn't because somebody has to take out the garbage. And that's -- that's the kind of job I got right away.	think	listener	here		natural	COCA; 1999 (19990921); FRANK MCCOURT, AUTHOR OF "'TIS," DISCUSSES HIS LIFE AND HIS NEW SEQUEL TO THE SPECTACULARLY SUCCESSFUL "ANGELA'S ASHES"; SPOK: CBS_Morning 
Sierra: Hi. Lucinda: I had just about given up on you. Hello, my darling. Hey, I thought you were going to	arrive	on the 8:30 flight last night. Sierra: I did. Lucinda: Oh. Oh, did you go straight to Bryant and talk with him? Sierra: I haven't seen him yet, actually. I had a little errand to run. Got home late, didn't want to wake him up.	think	listener	on the 8:30 flight		natural	CAS; 2001 (2001-07-26); As the World Turns; As the World Turns 
I have said to people, I never even thought about the possibility of being secretary of state before, because who would have ever thought that a girl who	arrived	from Czechoslovakia at age 11, could become secretary of state of the most powerful country in the world?	think	speaker	from Czeckoslovakia		natural	COCA; 1997 (19970124); Madeleine Albright's First Media Appearance; Panel Discussion of the O.J. Simpson Trial and the JonBenet Ramsey Murder Case; SPOK: CNN_King 
The first time I saw the Mercedes-Benz star revolving over Europa Center, West Berlin's triumphant commercial hub, I knew I was home. I had a room in a hotel near the main West Berlin station. I didn't even turn on the light as I tossed in my bag. I hit the heavy-named streets, delight in my stride. You would have thought I'd	arrived	in Venice. But I'd read quite a bit about how the not-old-for-Europe structures of West Berlin, stripped of decoration, felt squeezed by postwar functionalism. I pranced to the central shopping mall. West Berlin was the outpost of Western prosperity, the floating island of neon and pleasure deep inside Communist territory. This was its core.	think	speaker	in Venice		natural	COCA; 2017; Black Deutschland; Darryl Pinckney; FIC: Black Deutschland 
